,Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
9430,Starbucks Corporation,01-RC-287639,Brookline,MA,2021-12-13,"Region 01, Boston, Massachusetts",Closed,04/20/2022,Certific. of Representative,21.0,20.0,"Workers United Labor Union International, affiliated with Service Employees International Union","Included: All full-time and regular part-time Baristas, Shift Managers, Asst. Store Managers.  Excluded:  Store Managers; office clerical, guards, and supervisors as defined by the Act."
9431,Starbucks Corporation,01-RC-287618,Allston,MA,2021-12-13,"Region 01, Boston, Massachusetts",Closed,04/20/2022,Certific. of Representative,29.0,27.0,"Workers United Labor Union International, affiliated with Service Employees International Union","Included:  All full-time and regular part-time Baristas, Shift Managers, Asst. Store Managers.  Excluded:  Store Managers; office clericals, guards, and supervisors as defined by the Act."
9432,"North Pacific Paper Company, LLC",19-RC-287669,Longview,WA,2021-12-13,"Region 19, Seattle, Washington",Closed,03/09/2022,Certification of Results,,60.0,,"Included: All full time and regular part-time employees in the fiberline department, including
Control Room Operator 1, Control Room Operator 2, Refiner Operator 1, Refiner Operator 2,
Deink Control Room Operator, Deink Field, Inside 3rd, Outside 3rd, Pulper Building 1, Pulper
Building 2, Pulper Building 3, Raw Material Coordinator, Inventory Specialist, and Quality
Control Person.

Excluded: All other employees, office clericals, guards, managerial employees, confidential
employees, and supervisors as defined in the Act."
9433,"North Pacific Paper Company, LLC",19-RC-287672,Longview,WA,2021-12-13,"Region 19, Seattle, Washington",Closed,03/09/2022,Certification of Results,,34.0,,"Included: 

All full time and regular part-time employees in the warehouse department, including Loader, Rail Loader, Line Driver/Loader, Line Driver, and Roll Mover.

Excluded: 

All other employees, office clericals, guards, managerial employees, confidential employees, and supervisors as defined in the Act."
9435,"Nelson's Green Brier Distillery, LLC",10-RC-287496,Nashville,TN,2021-12-10,"Region 10, Atlanta, Georgia",Closed,02/17/2022,Certification of Results,39.0,35.0,,"All hourly-paid employees, including front of house, back of house, warehouse workers and sanitation workers (i.e., Office Coordinator(s), Tour Guide(s), Day Market Representative(s), Distiller(s), Lead Distiller(s), Bottler(s), Lead Bottler(s), Warehouse Worker(s), Gift Shop Worker(s))"
9436,"Hoosier Park, LLC",25-RC-287546,Anderson,IN,2021-12-10,"Region 25, Indianapolis, Indiana",Closed,02/16/2022,Certific. of Representative,2.0,2.0,International Brotherhood of Electrical Workers Local Union No. 481,All full-time and part-time employees in the costume department.
9437,"International Guiding Eyes, Inc. d.b.a. Guide Dogs of America",31-RC-287430,Sylmar,CA,2021-12-09,"Region 31, Los Angeles, California",Closed,02/16/2022,Certific. of Representative,20.0,26.0,Office and Professional Employees International Union Local 30,"Included: The bargaining unit to be a “Wall-to-Wall unit including, All full time and regular part-time employees by Guide Dogs of America in the following classifications: Apprentice Instructor/Training Dept., Breeding Department Assistant, 
Breeding Department Technician, 
Breeding Kennel Technician, 
Canine Development Assistant, 
Customer Service Support, 
Field Services/Licensed Instructor, 
Guide Dog Mobility Instructor/Training Dept., Lead Kennel Technician, 
Maintenance Superintendent, 
Registered Veterinary Technician, Veterinary Assistant/Adoption, 
Veterinary Assistant/Adoption Coordinator, Veterinary Assistant/Kennel Technician, Volunteer Coordinator/Database Assistant.

Excluded: Supervisory, Managerial employees, Seasonal employees, temporary employees, confidential employees, and guards as defined in the National Labor Relation Act."
9439,POWER Interfaith,04-RC-287451,Philadelphia,PA,2021-12-09,"Region 04, Philadelphia, Pennsylvania",Closed,12/17/2021,Withdrawal Non-adjusted,,17.0,,"Included:  All full time and regular part time non statutory managerial staff:  Accountant, Data Manager, Digital Media Specialist, Organizers, Individual Giving Coordinator, Coach and Trainer, Climate Justice and Jobs Fellow, Intern

Excluded:  Management level employees, supervisors, confidential employees and security"
9440,SMG,05-RC-287459,Tysons,VA,2021-12-09,"Region 05, Baltimore, Maryland",Closed,02/03/2022,Certific. of Representative,6.0,6.0,"Treasurers & Ticket Sellers Local 868, IATSE","Included: All full-time and regular part-time employees who work in the Employer's Box Office at Capital One Hall, located at 7750 Capital One Tower Road, Tysons, Virginia 22102.

 
Excluded: All office clerical employees, professional employees, guards, and supervisors as defined by the Act and all other employees."
9441,"Johnson Controls, Inc.",19-RC-287476,Seattle,WA,2021-12-09,"Region 19, Seattle, Washington",Closed,01/05/2022,Withdrawal Non-adjusted,,3.0,,"Included: All full-time and regular part-time employees engaged in the installation of fire sprinkler systems employed by the Employer at its Seattle, Washington branch. Excluded: All other employees, fire service technicians, sprinkler inspectors, office clerical employees, managers, and supervisors as defined by the National Labor Relations Act."
9442,"Care for the Homeless, Inc and Tolentine-Zeiser Community Life Center",02-RC-287462,Bronx,NY,2021-12-09,"Region 02, New York, New York",Closed,01/03/2022,Withdrawal Non-adjusted,,48.0,,"All full-time, part-time, and per diem employees employed by the employer
in the following job classifications:
Housing Specialist, Activities Coordinator, Program Aide, Senior Housing
Specialist, Office Manager, Porter, Community Housing Liaison, Shift
Supervisor, Food Service Worker, Receptionist, Case Aide, Case Manager,
Client Escort, Client Escort/Peer Specialist, Recreation Coordinator, Intake
Worker, Driver, Administrative Assistant, Superintendent, Kitchen Aide.

Excluded:
All confidential employees, supervisors and guards as defined by the
National Labor Relations Act."
9443,EMCO Chemical Distributors,13-RC-287503,North Chicago,IL,2021-12-09,"Region 13, Chicago, Illinois",Closed,12/23/2021,Withdrawal Non-adjusted,,76.0,,"Included:  All full-time and regular part-time production & maintenance employees (A1 A2 A3, Crew Leader, Folk lift driver, Blender & Mechanics) employed by EMCO Chemical Distributors, at the above location.
Excluded:  AII other employees, including professional & managerial, office/clerical, guards, and supervisors as defined in the Act.

"
9444,"Care for the Homeless, Inc.",02-RC-287468,New York,NY,2021-12-09,"Region 02, New York, New York",Closed,02/15/2022,Certific. of Representative,33.0,33.0,"District Council 37, American Federation of State, County, and Municipal Employees, AFL-CIO","Included: All full-time, part-time, and per diem employees employed by the employer
in the following job classifications:
Housing Specialist, Activities Coordinator, Program Aide, Senior Housing
Specialist, Office Manager, Porter, Community Housing Liaison, Shift
Supervisor, Food Service Worker, Receptionist, Case Aide, Case Manager,
Client Escort, Client Escort/Peer Specialist, Recreation Coordinator, Intake
Worker, Driver, Administrative Assistant, Superintendent, Kitchen Aide.
Excluded: All confidential employees, supervisors and guards as defined by the
National Labor Relations Act.
"
9445,Laz Parking,02-RC-287474,Peekskill,NY,2021-12-09,"Region 02, New York, New York",Closed,12/20/2021,Withdrawal Non-adjusted,,3.0,,Included: 3 Excluded: 0
9449,"Supervalu Wholesale Operations, Inc.",18-RC-287434,Hopkins,MN,2021-12-08,"Region 18, Minneapolis, Minnesota",Closed,02/28/2022,Certification of Results,13.0,10.0,,"Included:  All Fulltime & Parttime Operations Assistants located at the Hopkins, Mn Distribution Center.

Excluded:  Professionals, Managers, Guards, and all other employees."
9450,"Healthcare Services Group, Inc.",05-RC-287417,Essex,MD,2021-12-08,"Region 05, Baltimore, Maryland",Closed,01/26/2022,Certific. of Representative,18.0,20.0,1199 SEIU United Healthcare Workers East,"Included:  All full time, regular part time and per diem housekeepers, floor techs and laundry aides

Excluded:  All other employees, guards and supervisors as defined by the act"
9453,Fruit and Flower Child Development Center,19-RC-287280,Portland,OR,2021-12-07,"Region 19, Seattle, Washington",Closed,04/07/2022,Certific. of Representative,16.0,17.0,"International Longshore and Warehouse Union, Local 5","Included: All full-time and regular part-time employees, including the following classifications: Lead Teacher, Assistant Teacher, Float Teacher, Cook, and Dishwasher. Excluded: Volunteers, parents/guardians receiving reduced tuition, office clericals, guards, managerial employees, confidential employees, and supervisors as defined in the Act"
9454,Providence Health and Services Washington d/b/a Providence Holy Family Hospital,19-RC-287320,Spokane,WA,2021-12-07,"Region 19, Seattle, Washington",Closed,02/11/2022,Certification of Results,23.0,23.0,,"Included: The Petitioner seeks to add through an Armour-Globe self-determination election all full-time, part-time, and per-diem Patient Registration Registrars in Emergency and Admitting departments employed by the employer at 5633 N Lidgerwood, Spokane, WA  99208, to the existing Service bargaining unit. Excluded: Excluding all guards, supervisors, managers, and confidential employees as defined by the Act."
9456,"Comfort Systems, USA (Mid South) Inc.",15-RC-287345,Montgomery,AL,2021-12-07,"Region 15, New Orleans, Louisiana",Closed,03/02/2022,Certific. of Representative,7.0,6.0,United Association of Plumbers & Steamfitters Local Union No. 52,"Description of Unit Involved:
Included: All full-time and regular part-time welders and pipefitters employed by the
Employer out of its facility located at 3440 Birmingham Highway, Montgomery,
AL 36108.
Excluded: All other employees, managers, office clericals, guards and supervisors as defined
in the Act.
"
9459,"Trinity, Inc.",07-RC-287412,Pontiac,MI,2021-12-07,"Region 07, Detroit, Michigan",Closed,02/25/2022,Certific. of Representative,37.0,29.0,"Local 614, International Brotherhood of Teamsters (IBT)","Included: All Full-Time and Part-Time Drivers and Maniteus/Aids

Excluded: All Security Guards, Supervisors, Management, Dispatchers and Mechanics as defined in the Act."
9460,"Allied Waste Services of North America, dba Republic Services of Salinas",32-RC-287405,Salinas,CA,2021-12-07,"Region 32, Oakland, California",Closed,12/20/2021,Withdrawal Non-adjusted,,30.0,,"lncluded:  All full-time and regular part-time drivers, mechanics, and yard employees working at the
Company's Salinas facility.

Excluded: Confidential and office clerical employees, guards, and supervisors as defined by the Act."
9461,"Revolution Global Staffing, LLC",13-RC-287189,Schaumburg,IL,2021-12-06,"Region 13, Chicago, Illinois",Closed,03/03/2022,Certific. of Representative,31.0,38.0,Teamsters Local Union No. 777,"Included: Cannabis Guides (associates), Agents in charge, and Floor leaders Excluded: Managers, supervisors, and guards, as defined by the Act"
9462,"Golden SVCS, LLC",05-RC-287168,Washington,DC,2021-12-06,"Region 05, Baltimore, Maryland",Closed,07/07/2022,Certific. of Representative,87.0,84.0,International Guards Union of America (IGUA) Local 190,"Included: All full time and regular part time armed & unarmed security guards employed by the U.S. Department of Housing and Urban Development Headquarters located at 451 7th Street, SW, Washington, DC 20410.

Excluded:  Standard Exclusions."
9463,"Beecher Manor Nursing and Rehabilitation Center, LLC",13-RC-287193,Evanston,IL,2021-12-06,"Region 13, Chicago, Illinois",Closed,01/31/2022,Certific. of Representative,49.0,41.0,SEIU Healthcare Illinois & Indiana,"Included:
All unrepresented service and maintenance employees, including Certified Nursing
Assistants (CNAs), dietary aides, diet techs, cooks, activity aides, receptionists,
housekeepers, and laundry aides
Excluded:
Licensed practical and registered nurses, confidential employees, casual employees,
guards, managers, and supervisors as defined by the Act and all currently represented
employees"
9465,Bryant University,01-RC-287264,Smithfield,RI,2021-12-06,"Region 01, Boston, Massachusetts",Closed,02/15/2022,Certific. of Representative,84.0,83.0,Rhode Island Council 94 AFSCME AFL-CIO,"Included: Maintenance, locksmiths, ground workers, custodians, truck drivers, parking attendants. Excluded: All other employees, professional, managerial, supervisors, confidential as defined in the Act."
