,Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Year,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
103,02,02-RC-276434,,St. Anthony Community Hospital,RC,Warwick,NY,2021-05-28 00:00:00,66,1,44,1199SEIU United Healthcare Workers East,Stipulated,WON,,2021-07-06 00:00:00,Certific. of Representative,2021,,,,,
104,02,02-RC-276461,,The Children's Village,RC,Dobbs Ferry,NY,2021-05-26 00:00:00,325,0,31,"Brotherhood of Amalgamated Trades, Local Union 514",Stipulated,WON,,2021-07-09 00:00:00,Certific. of Representative,2021,,,,,
105,02,02-RC-276782,,Anthology Film Archives,RC,New York,NY,2021-06-04 00:00:00,22,0,13,"Technical, Office and Professional Union, Local 2110, UAW, AFL-CIO",Stipulated,WON,,2021-07-19 00:00:00,Certific. of Representative,2021,,,,,
106,02,02-RC-276842,,Mount Alverno Center,RC,Warwick,NY,2021-06-07 00:00:00,53,5,29,1199SEIU United Healthcare Workers East,Stipulated,WON,,2021-07-27 00:00:00,Certific. of Representative,2021,,,,,
107,02,02-RC-277194,,The Whitney Museum of American Art,RC,New York,NY,2021-06-22 00:00:00,176,1,96,"Technical, Office and Professional Union, Local 2110 UAW, AFL-CIO",Stipulated,WON,,2021-08-10 00:00:00,Certific. of Representative,2021,,,,,
108,02,02-RC-277194,,The Whitney Museum of American Art,RC,New York,NY,2021-06-22 00:00:00,0,0,0,"Technical, Office and Professional Union, Local 2110 United Auto Workers, AFL-CIO",Stipulated,WON,,2021-08-10 00:00:00,Certific. of Representative,2021,,,,,
109,02,02-RC-278318,,"MGM Yonkers, Inc. d/b/a Empire City Casino, Inc.",RC,Oxon Hill,MD,2021-07-14 00:00:00,20,0,8,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 1212",Stipulated,WON,,2021-07-26 00:00:00,Certific. of Representative,2021,,,,,
110,02,02-RC-279046,,MSNBC CABLE L.L.C.,RC,New York,NY,2021-07-20 00:00:00,322,58,141,"WRITERS GUILD OF AMERICA, EAST, AFL-CIO, INC.",Stipulated,WON,,2021-08-24 00:00:00,Certific. of Representative,2021,,,,,
111,02,02-RC-279675,,Oxford University Press USA,RC,Manhattan,NY,2021-08-16 00:00:00,129,21,84,"Oxford University Press, Inc.",Stipulated,WON,,2021-09-27 00:00:00,Certific. of Representative,2021,,,,,
112,02,02-RC-280425,,NYCL Acquisition LLC d/b/a New York Water Taxi,RC,Manhattan,NY,2021-08-16 00:00:00,4,1,0,"INTERNATIONAL ORGANIZATION OF MASTERS, MATES & PILOTS",Stipulated,,LOSS,2021-09-27 00:00:00,Certification of Results,2021,,,,,
113,02,02-RD-191760,,KIPP Academy Charter School,RD,New York,NY,2021-03-16 00:00:00,77,7,48,"United Federation of Teachers, Local 2",Directed,WON,,2021-05-03 00:00:00,Certific. of Representative,2021,,,,,
114,02,02-RD-272206,,Pfizer,RD,Pearl River,NY,2021-04-09 00:00:00,15,9,5,International Chemical Workers Union Council Local 527C,Stipulated,,LOSS,2021-05-03 00:00:00,Certification of Results,2021,,,,,
115,02,02-RD-279982,,New York - Presbyterian Hudson Valley Hospital,RD,Cortlandt Manor,NY,2021-08-17 00:00:00,256,66,130,New York State Nurses Association,Stipulated,WON,,2021-08-17 00:00:00,Certific. of Representative,2021,,,,,
116,02,02-RM-277130,,B & H Foto & Electronics Corp.,RM,New York,NY,2021-07-26 00:00:00,50,20,13,USW District 4 Local Union 9543,Directed,,LOSS,2021-09-02 00:00:00,Certification of Results,2021,,,,,
117,"03, 03 ALB",03-RC-258311,,Northern Dutchess Hospital,RC,Rhinebeck,NY,2020-06-12 00:00:00,212,94,93,New York State Nurses Association,Stipulated,,LOSS,2020-11-19 00:00:00,Certification of Results,2021,,,,,
118,"03, 03 ALB",03-RC-264188,,"Northern Onondaga Volunteer Ambulance, Inc.",RC,Liverpool,NY,2020-09-17 00:00:00,24,6,15,"Civil Service Employees Association, Inc., Local 1000, AFSCME, AFL-CIO",Stipulated,WON,,2020-10-22 00:00:00,Certific. of Representative,2021,,,,,
119,"03, 03 ALB",03-RC-265951,,"Regional Health Reach, Inc.",RC,Rochester,NY,2020-10-21 00:00:00,10,2,8,IUE-CWA,Stipulated,WON,,2020-11-04 00:00:00,Certific. of Representative,2021,,,,,
120,"03, 03 ALB",03-RC-266795,,"HealthAlliance, Inc.",RC,Kingston,NY,2020-10-29 00:00:00,20,4,10,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2020-12-02 00:00:00,Certific. of Representative,2021,,,,,
121,"03, 03 ALB",03-RC-267224,,Tompkins Community Action,RC,Ithaca,NY,2020-11-24 00:00:00,48,13,14,"IUPAT DC4, Tompkins Community Reaction Local 11",Stipulated,WON,,2020-12-03 00:00:00,Certific. of Representative,2021,,,,,
122,"03, 03 ALB",03-RC-267766,,Newburg Egg Corp.,RC,Woodridge,NY,2020-12-08 00:00:00,175,36,56,"United Food and Commercial Workers Union, Local No. 342",Directed,WON,,2021-04-16 00:00:00,Certific. of Representative,2021,,,,,
123,"03, 03 ALB",03-RC-267779,,Seneca Foods Corporation,RC,Leicester,NY,2020-11-13 00:00:00,160,60,77,"International Association of Machinists & Aerospace Workers, District Lodge 65, AFL-CIO",Stipulated,WON,,2020-11-23 00:00:00,Certific. of Representative,2021,,,,,
124,"03, 03 ALB",03-RC-268722,,Pak Norwich Management Inc.,RC,Norwich,NY,2020-12-23 00:00:00,16,8,0,"Retail, Wholesale, and Department Store Union, UFCW",Directed,,LOSS,2021-01-26 00:00:00,Certification of Results,2021,,,,,
125,"03, 03 ALB",03-RC-269673,,"Casella Waste Management of N.Y., Inc.",RC,Olean,NY,2021-01-08 00:00:00,27,14,12,"International Brotherhood of Teamsters, Local 449",Stipulated,,LOSS,2021-02-10 00:00:00,Certification of Results,2021,,,,,
126,"03, 03 ALB",03-RC-270408,,"Planned Parenthood of Northern New England, Inc.",RC,Colchester,VT,2021-01-08 00:00:00,87,5,60,"PPNNE United, AFT Vermont, AFL-CIO",Stipulated,WON,,2021-02-10 00:00:00,Certific. of Representative,2021,,,,,
127,"03, 03 ALB",03-RC-272197,,"Superior Thermal Systems, LLC",RC,Buffalo,NY,2021-03-11 00:00:00,17,1,10,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4",Stipulated,WON,,2021-04-07 00:00:00,Certific. of Representative,2021,,,,,
128,"03, 03 ALB",03-RC-272215,,Insul-Co Inc.,RC,Niagara Falls,NY,,4,0,3,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4",Stipulated,WON,,2021-04-13 00:00:00,Certific. of Representative,2021,,,,,
129,"03, 03 ALB",03-RC-272248,,"OCM Construction, Inc.",RC,Buffalo,NY,2021-03-09 00:00:00,13,0,10,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4",Stipulated,WON,,2021-04-07 00:00:00,Certific. of Representative,2021,,,,,
130,"03, 03 ALB",03-RC-272279,,"M & M Insulation, Inc.",RC,Lockport,NY,2021-03-19 00:00:00,11,0,6,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4",Stipulated,WON,,2021-04-13 00:00:00,Certific. of Representative,2021,,,,,
131,"03, 03 ALB",03-RC-272291,,Kim Industries,RC,Tonawanda,NY,2021-03-15 00:00:00,31,0,19,"International Association of Heat and Frost Insulators and Allied Workers, Local No. 4",Stipulated,WON,,2021-04-07 00:00:00,Certific. of Representative,2021,,,,,
132,"03, 03 ALB",03-RC-272451,,UNIFRAX LLC,RC,Tonawanda,NY,2021-03-16 00:00:00,23,17,6,"United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied-Industrial & Service Workers International Union, AFL-CIO",Stipulated,,LOSS,2021-03-24 00:00:00,Certification of Results,2021,,,,,
133,"03, 03 ALB",03-RC-273523,,"Chenega Facilities Management, LLC",RC,Batavia,NY,2021-04-12 00:00:00,11,0,10,Service Employees International Union (SEIU) Local 200United,Stipulated,WON,,2021-05-14 00:00:00,Certific. of Representative,2021,,,,,
134,"03, 03 ALB",03-RC-273526,,University of Vermont Medical Center,RC,Burlington,VT,2021-03-17 00:00:00,206,32,123,"Vermont Federation of Nurses and Health Professional, Local 5221, AFT-Vermont, AFL-CIO",Stipulated,WON,,2021-04-09 00:00:00,Certific. of Representative,2021,,,,,
135,"03, 03 ALB",03-RC-273570,,Northern Dutchess Hospital,RC,Rhinebeck,NY,2021-04-05 00:00:00,78,29,44,1199 SEIU United Healthcare Workers East,Stipulated,WON,,2021-05-05 00:00:00,Certific. of Representative,2021,,,,,
136,"03, 03 ALB",03-RC-274894,,"Stericycle d/b/a Shred-It, Inc.",RC,Syracuse,NY,2021-04-29 00:00:00,15,11,3,Teamsters Local 317,Stipulated,,LOSS,2021-05-24 00:00:00,Certification of Results,2021,,,,,
137,"03, 03 ALB",03-RC-275717,,"G4S Regulated Security Solutions, a division of G4S Secure Solutions (USA) Inc.",RC,Ontario,NY,2021-05-05 00:00:00,72,8,40,"National Union of Nuclear Security Officers NUNSO, LEOS-PBA",Directed,WON,,2021-06-08 00:00:00,Certific. of Representative,2021,,,,,
138,"03, 03 ALB",03-RC-275811,,"Fortino & Son Electric, Inc.",RC,Syracuse,NY,2021-05-20 00:00:00,9,4,5,"International Brotherhood of Electrical Workers, Local 43",Stipulated,WON,,2021-05-28 00:00:00,Certific. of Representative,2021,,,,,
139,"03, 03 ALB",03-RC-275968,,Nexstar Media Inc d/b/a WSYR-TV,RC,Syracuse,NY,2021-05-28 00:00:00,2,0,2,"National Association of Broadcast Employees & Technicians - Communications Workers of America, AFL-CIO",Stipulated,WON,,2021-06-08 00:00:00,Certific. of Representative,2021,,,,,
140,"03, 03 ALB",03-RC-276648,,"Eastern Paramedics, Inc. d/b/a American Medical Response",RC,Syracuse,NY,2021-06-01 00:00:00,85,7,37,United Professional & Service Employees Union Local 1222,Stipulated,WON,,2021-07-01 00:00:00,Certific. of Representative,2021,,,,,
141,"03, 03 ALB",03-RC-277867,,"VCNA United Material Builders, LLC",RC,Tonawanda,NY,2021-06-17 00:00:00,2,0,2,International Brotherhood of Teamsters Local Union 449,Stipulated,WON,,2021-07-01 00:00:00,Certific. of Representative,2021,,,,,
142,"03, 03 ALB",03-RC-278100,,Kaleida Health,RC,Buffalo,NY,2021-07-13 00:00:00,7,3,3,"Communications Workers of America, AFL-CIO",Stipulated,,LOSS,2021-07-21 00:00:00,Certification of Results,2021,,,,,
143,"03, 03 ALB",03-RC-278141,,Essity Professional Hygiene North America LLC,RC,Greenwich,NY,2021-06-24 00:00:00,75,7,55,"United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied-Industrial & Service Workers International Union, AFL-CIO",Stipulated,WON,,2021-07-09 00:00:00,Certific. of Representative,2021,,,,,
144,"03, 03 ALB",03-RC-278264,,"EthosEnergy Power Plant Services, LLC",RC,Dover Plains,NY,2021-07-07 00:00:00,17,5,12,International Union of Operating Engineers Local 30,Stipulated,WON,,2021-07-16 00:00:00,Certific. of Representative,2021,,,,,
145,"03, 03 ALB",03-RC-278669,,Waterfront Operations Associates LLC,RC,Buffalo,NY,2021-07-12 00:00:00,2,0,2,1199 SEIU United Healthcare Workers East,Stipulated,WON,,2021-07-20 00:00:00,Certific. of Representative,2021,,,,,
146,"03, 03 ALB",03-RC-278781,,Sisters of Charity Hospital,RC,Cheektowaga,NY,2021-08-12 00:00:00,27,6,18,"Communications Workers of America, AFL-CIO",Stipulated,WON,,2021-08-24 00:00:00,Certific. of Representative,2021,,,,,
147,"03, 03 ALB",03-RC-280276,,"Sunbelt Rentals, Inc.",RC,West Seneca,NY,2021-09-02 00:00:00,11,9,0,"International Union of Operating Engineers, Local 17, AFL-CIO",Stipulated,,LOSS,2021-09-13 00:00:00,Certification of Results,2021,,,,,
148,"03, 03 ALB",03-RC-281149,,Redland Quarries NY Inc.,RC,Tonawanda,NY,2021-09-10 00:00:00,3,0,3,"International Union of Operating Engineers, Local 17, AFL-CIO",Stipulated,WON,,2021-09-22 00:00:00,Certific. of Representative,2021,,,,,
149,"03, 03 ALB",03-RD-260374,,"Auburn Senior Services, Inc. d/b/a The Commons on St. Anthony",RD,Auburn,NY,2020-06-23 00:00:00,5,2,3,Teamsters Local Union 1149,Consent,WON,,2021-06-08 00:00:00,Certific. of Representative,2021,,,,,
150,"03, 03 ALB",03-RD-262892,,"AURNC Operating, LLC",RD,Auburn,NY,2020-08-10 00:00:00,47,7,16,1199 SEIU Healthcare Workers East,Stipulated,WON,,2020-10-30 00:00:00,Certific. of Representative,2021,,,,,
151,"03, 03 ALB",03-RD-267362,,HRNC LLC d/b/a Highland Park Rehabilitation & Nursing Center,RD,Wellsville,NY,2020-11-09 00:00:00,52,8,25,1199SEIU United Healthcare Workers East,Stipulated,WON,,2020-12-30 00:00:00,Certific. of Representative,2021,,,,,
152,"03, 03 ALB",03-RD-273878,,"Samaritan Senior Village, Inc.",RD,Watertown,NY,2021-04-13 00:00:00,36,10,19,1199SEIU Healthcare Workers East,Stipulated,WON,,2021-04-21 00:00:00,Certific. of Representative,2021,,,,,
153,"03, 03 ALB",03-RD-275160,,St. Joseph's Home,RD,Ogdensburg,NY,2021-05-10 00:00:00,47,23,6,"Civil Service Employees Association, Inc., Local 1000, AFSCME, AFL-CIO, Local 727",Stipulated,,LOSS,2021-06-04 00:00:00,Certification of Results,2021,,,,,
154,"03, 03 ALB",03-RD-275608,,"Boland's Excavating & Topsoil, Inc.",RD,Conklin,NY,2021-05-27 00:00:00,9,8,1,International Union of Operating Engineers Upstate New York Local 158,Stipulated,,LOSS,2021-06-07 00:00:00,Certification of Results,2021,,,,,
155,"03, 03 ALB",03-RD-277780,,"Auburn Senior Services, Inc. d/b/a The Commons on St. Anthony",RD,Auburn,NY,2021-07-08 00:00:00,4,2,2,Teamsters Local Union 1149,Stipulated,,LOSS,2021-07-21 00:00:00,Certification of Results,2021,,,,,
156,"03, 03 ALB",03-RD-278902,,"Auburn Memorial Medical Services, P.C.",RD,Auburn,NY,2021-08-02 00:00:00,97,32,30,1199SEIU United Healthcare Workers East,Stipulated,,LOSS,2021-09-02 00:00:00,Certification of Results,2021,,,,,
157,"03, 03 ALB",03-RD-279643,,WMHT Educational Telecommunications,RD,Troy,NY,2021-08-26 00:00:00,11,4,0,"NABET - CWA - National Association of Broadcast Employees and Technicians - Communications Workers of America, AFL-CIO",Stipulated,,LOSS,2021-09-03 00:00:00,Certification of Results,2021,,,,,
158,04,04-RC-260408,,"Stericycle, Inc.",RC,Wilkes-Barre,PA,2020-11-02 00:00:00,8,4,4,"International Association of Sheet Metal, Air, Rail and Transportation Workers - Local Union #44",Directed,,LOSS,2020-12-08 00:00:00,Certification of Results,2021,,,,,
159,04,04-RC-263126,,"American Paper Bag, LLC",RC,Wilkes-Barre,PA,2020-10-05 00:00:00,17,10,2,International Brotherhood of Teamsters Local 401,Directed,,LOSS,2020-10-19 00:00:00,Certification of Results,2021,,,,,
160,04,04-RC-263237,,"200 State Street, LLC and Cork & Fork Osteria, LLC, a single employer",RC,Harrisburg,PA,2020-10-13 00:00:00,44,17,7,717 Restaurant Workers United,Directed,,LOSS,2021-01-07 00:00:00,Certification of Results,2021,,,,,
161,04,04-RC-265101,,"HCR ManorCare King of Prussia, LLC d/b/a ManorCare Health Services-King of Prussia",RC,King Of Prussia,PA,2020-12-04 00:00:00,41,15,10,"District 1199C National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO",Directed,,LOSS,2021-01-05 00:00:00,Certification of Results,2021,,,,,
162,04,04-RC-265168,,American Legion Ambulance Association,RC,Elmer,NJ,2020-11-10 00:00:00,54,9,23,International Association of EMTs and Paramedics/NAGE/SEIU 5000,Stipulated,WON,,2020-11-24 00:00:00,Certific. of Representative,2021,,,,,
163,04,04-RC-265506,,US Foods Inc.,RC,Allentown,PA,2020-11-25 00:00:00,122,37,55,International Brotherhood of Teamsters Local 773,Stipulated,WON,,2021-01-14 00:00:00,Certific. of Representative,2021,,,,,
164,04,04-RC-265654,,"Men of Steel Enterprises, LLC",RC,Bensalem,PA,2020-10-09 00:00:00,16,9,6,"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers, AFL-CIO",Stipulated,,LOSS,2020-10-19 00:00:00,Certification of Results,2021,,,,,
165,04,04-RC-265965,,Fairmount Behavioral Health System,RC,Philadelphia,PA,2021-02-15 00:00:00,148,58,23,"National Union of Hospital and Healthcare Employees, District 1199C",Directed,,LOSS,2021-02-26 00:00:00,Certification of Results,2021,,,,,
166,04,04-RC-265984,,University of the Arts,RC,Philadelphia,PA,2020-11-24 00:00:00,362,2,255,"United Academics of Philadelphia, Local 9608",Stipulated,WON,,2020-12-08 00:00:00,Certific. of Representative,2021,,,,,
167,04,04-RC-266405,,Bethlehem Haulage LLC,RC,Bethlehem,PA,2021-02-02 00:00:00,4,0,4,"International Brotherhood of Teamsters, Local 773",Directed,WON,,2021-03-05 00:00:00,Certific. of Representative,2021,,,,,
168,04,04-RC-266637,,Air Liquide Advanced Technologies U.S. LLC,RC,New Castle,DE,2021-06-09 00:00:00,89,51,15,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, DISTRICT LODGE 1, AFL-CIO",Directed,,LOSS,2021-06-21 00:00:00,Certification of Results,2021,,,,,
169,04,04-RC-267572,,"DFA Dairy Brands, LLC",RC,Burlington,NJ,2020-12-17 00:00:00,23,13,5,International Brotherhood of Teamsters Local 463,Stipulated,,LOSS,2020-12-31 00:00:00,Certification of Results,2021,,,,,
170,04,04-RC-267875,,"2990 Holme Operating LLC, d/b/a Immaculate Mary Center",RC,Philadelphia,PA,2021-01-04 00:00:00,84,12,20,"National Union of Hospital and Healthcare Employees, District 1199C",Stipulated,WON,,2021-01-14 00:00:00,Certific. of Representative,2021,,,,,
171,04,04-RC-268603,,"Manor Care of Kingston PA, LLC d/b/a ManorCare Health Services-Kingston",RC,Kingston,PA,2021-03-05 00:00:00,65,13,28,"Laborers International Union of North America, Local 1310",Directed,WON,,2021-03-15 00:00:00,Certific. of Representative,2021,,,,,
172,04,04-RC-268904,,"United Rentals (North America), Inc.",RC,Swedesboro,NJ,2021-01-22 00:00:00,12,0,11,"International Union of Operating Engineers Local 825, AFL-CIO",Stipulated,WON,,2021-02-12 00:00:00,Certific. of Representative,2021,,,,,
173,04,04-RC-269050,,"Datwyler Pharma Packaging USA, Inc.",RC,Middletown,DE,2021-03-26 00:00:00,38,19,16,"Communications Workers of America, AFL-CIO, CLC",Stipulated,,LOSS,2021-05-10 00:00:00,Certification of Results,2021,,,,,
174,04,04-RC-269485,,1000 Schuylkill Manor Rd Operations d/b/a Schuylkill Manor,RC,Pottsville,PA,2021-01-21 00:00:00,101,21,35,SEIU Healthcare Pennsylvania,Stipulated,WON,,2021-02-01 00:00:00,Certific. of Representative,2021,,,,,
175,04,04-RC-269496,,1000 Schuylkill Manor Rd Operations d/b/a Schuylkill Manor,RC,Pottsville,PA,2021-01-21 00:00:00,38,9,12,SEIU Healthcare Pennsylvania,Stipulated,WON,,2021-02-01 00:00:00,Certific. of Representative,2021,,,,,
176,04,04-RC-269868,,Mark Amechi’s Fencemax LLC,RC,Newfield,NJ,2021-02-09 00:00:00,5,0,2,Teamsters Local 676,Stipulated,WON,,2021-02-22 00:00:00,Certific. of Representative,2021,,,,,
177,04,04-RC-269874,,"Universal Protection Service, LLC d/b/a Allied Universal Security Services",RC,Philadelphia,PA,2021-02-02 00:00:00,27,1,13,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2021-02-16 00:00:00,Certific. of Representative,2021,,,,,
178,04,04-RC-269917,,"Midwest Air Traffic Control Services, Inc.",RC,Harrisburg,PA,2021-01-20 00:00:00,4,0,4,"National Air Traffic Controllers Association, AFL-CIO (NATCA)",Stipulated,WON,,2021-02-01 00:00:00,Certific. of Representative,2021,,,,,
179,04,04-RC-269921,,Bombardier Transportation (Holdings) USA Inc.,RC,Camden,NJ,2021-02-04 00:00:00,7,0,7,Brotherhood of Railroad Signalmen,Stipulated,WON,,2021-02-16 00:00:00,Certific. of Representative,2021,,,,,
180,04,04-RC-270409,,"UGI Utilities, Inc.",RC,Archbald,PA,2021-02-10 00:00:00,2,0,2,International Brotherhood of Electrical Workers Local 2244,Stipulated,WON,,2021-02-22 00:00:00,Certific. of Representative,2021,,,,,
181,04,04-RC-270411,,"UGI Utilities, Inc.",RC,Archbald,PA,2021-02-10 00:00:00,7,7,0,International Brotherhood of Electrical Workers Local 2244,Stipulated,,LOSS,2021-02-22 00:00:00,Certification of Results,2021,,,,,
182,04,04-RC-270832,,"Capital Anesthesia Solutions of Pennsylvania, LLC",RC,Wilkes-Barre,PA,2021-02-22 00:00:00,22,0,11,Wyoming Valley Certified Registered Nurse Anesthetist Association / Pennsylvania Association of Staff Nurses and Allied Professionals,Stipulated,WON,,2021-03-04 00:00:00,Certific. of Representative,2021,,,,,
183,04,04-RC-271435,,Drexel University,RC,Philadelphia,PA,2021-03-31 00:00:00,18,2,12,TEAMSTERS UNION LOCAL NO. 115 a/w INTERNATIONAL BROTHERHOOD OF TEAMSTERS,Directed,WON,,2021-04-12 00:00:00,Certific. of Representative,2021,,,,,
184,04,04-RC-271607,,Bombardier Transportation Holding USA Inc.,RC,Camden,NJ,2021-04-22 00:00:00,8,0,8,American Train Dispatchers Association,Directed,WON,,2021-05-13 00:00:00,Certific. of Representative,2021,,,,,
185,04,04-RC-271854,,"Stadium Casino RE, LLC d/b/a Live! Casino & Hotel Philadelphia",RC,Philadelphia,PA,2021-03-16 00:00:00,16,0,8,"Laborers' International Union of North America, Laborers' Local Union No. 332, AFL-CIO",Stipulated,WON,,2021-03-26 00:00:00,Certific. of Representative,2021,,,,,
186,04,04-RC-271869,,The ReDCo Group LLC,RC,Pottsville,PA,2021-03-29 00:00:00,68,4,39,SEIU Local 668,Stipulated,WON,,2021-04-08 00:00:00,Certific. of Representative,2021,,,,,
187,04,04-RC-272006,,21st Century Cyber Charter School,RC,West Chester,PA,2021-06-21 00:00:00,88,4,76,"21ST CENTURY CYBER EDUCATION ASSOCIATION, PSEA/NEA",Directed,WON,,2021-09-08 00:00:00,Certific. of Representative,2021,,,,,
188,04,04-RC-272700,,"First Transit, Inc.",RC,Philadelphia,PA,2021-04-05 00:00:00,5,1,3,International Union of Journeymen and Allied Trades Local 726,Consent,WON,,2021-04-15 00:00:00,Certific. of Representative,2021,,,,,
189,04,04-RC-273420,,"Greif Packaging, LLC",RC,Warminster,PA,2021-03-31 00:00:00,50,23,23,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied-Industrial, and Service Workers International Union, AFL-CIO-CLC, Local 10-286",Stipulated,,LOSS,2021-06-30 00:00:00,Certification of Results,2021,,,,,
